review_id,cid,population,groupe,etiquette,note,supprime,n_caracteres
Ci9DQUlRQUNvZENodHljRjlvT25oeFFWUlhWVE16ZGs1Q01HZHNPRUpxWjJOdWJXYxAB,1535885035567443531,1_etoile_anglais_hors_enseignes,2,,1,True,263
Ci9DQUlRQUNvZENodHljRjlvT25sRlpVNDVUWGhKV1RCM1ozZ3pjVlk0Y21Fd1ZXYxAB,12701978682932507204,1_etoile_anglais_hors_enseignes,2,,1,False,441
Ci9DQUlRQUNvZENodHljRjlvT25sU1ZYaHlhVTkyUlhwMGNYRmFTSHB6ZVZKTGJHYxAB,17949016951723178472,1_etoile_anglais_hors_enseignes,2,,1,False,485
Ci9DQUlRQUNvZENodHljRjlvT25sUFFWUnVOVlZoUlhOb05WcGpUM0U0WjNsUVozYxAB,5618672426900878761,1_etoile_anglais_hors_enseignes,2,,1,False,144
Ci9DQUlRQUNvZENodHljRjlvT25wRkxWYzVZekpJUWtwamVrVTNjVmxVZGtocU9WRRAB,1515068652465933303,1_etoile_anglais_hors_enseignes,2,,1,False,246
Ci9DQUlRQUNvZENodHljRjlvT2kxTGNXbzFjMVoxVGpOelYzSjRSR1Z1VW10Mk4zYxAB,1732419375017315913,1_etoile_anglais_hors_enseignes,2,,1,False,916
Ci9DQUlRQUNvZENodHljRjlvT2pFNWJGZG1ZVWxpVG5sSFRXSmZNWFZtU1VWUGRrRRAB,4944147795471058171,1_etoile_anglais_hors_enseignes,2,,1,False,578
Ci9DQUlRQUNvZENodHljRjlvT2pGMFZ6QmpOWEUyZUcxS1JreGlZbDlGVTJ4M1puYxAB,4397473550123468841,1_etoile_anglais_hors_enseignes,2,,1,False,248
Ci9DQUlRQUNvZENodHljRjlvT2pGaGRYQmxlalJWYVhZMlFuZE9NRUZvZGsxelQyYxAB,12701978682932507204,1_etoile_anglais_hors_enseignes,2,,1,False,362
Ci9DQUlRQUNvZENodHljRjlvT2pKSFkzVlhTazVCZEVZd2VGbElVVjgwVTFJdGJIYxAB,2817059610110232751,1_etoile_anglais_hors_enseignes,2,,1,False,216
Ci9DQUlRQUNvZENodHljRjlvT2pKVlFuRllia2RWU1c1V2NqaE1VbDkxZUV4MFNYYxAB,7964946157215237055,1_etoile_anglais_hors_enseignes,2,,1,False,201
Ci9DQUlRQUNvZENodHljRjlvT2pKd1RYRlplazlrVFRobFIxZEdNMDlFYkZsU1ZuYxAB,7288276703260815981,1_etoile_anglais_hors_enseignes,2,,1,False,365
Ci9DQUlRQUNvZENodHljRjlvT2pKdlJuYzFWbkZ0ZHpVM2FsQmZiMDR0TjA5dFNrRRAB,1320861146435177408,1_etoile_anglais_hors_enseignes,2,,1,False,140
Ci9DQUlRQUNvZENodHljRjlvT2pSZlIwOUVkR1F0UVRkVGQwRlJPVlZSVUdaU2IyYxAB,8882655305773109817,1_etoile_anglais_hors_enseignes,2,,1,False,179
Ci9DQUlRQUNvZENodHljRjlvT2pVMGFVaEVhV3RFUWsxRU5qbEtTQzFrVERoWkxYYxAB,1732419375017315913,1_etoile_anglais_hors_enseignes,2,,1,False,268
Ci9DQUlRQUNvZENodHljRjlvT2pWMFNFVlNjVXRoUlhGc2FpMTJaalp0TURSSlpYYxAB,11302458509377724001,1_etoile_anglais_hors_enseignes,2,,1,False,506
Ci9DQUlRQUNvZENodHljRjlvT2pWTWNVcE5TRlJEYm5kdVFsRkhYemczY0V0QlZHYxAB,6309166106658506105,1_etoile_anglais_hors_enseignes,2,,1,False,218
Ci9DQUlRQUNvZENodHljRjlvT2padlRGOHdkbTF0YURKV2JYSkJhR3BTUkhaU2VuYxAB,5095608962556362237,1_etoile_anglais_hors_enseignes,2,,1,False,579
Ci9DQUlRQUNvZENodHljRjlvT2pneGJuSnBSRkZLUjNoRmVqY3djRXBwWm5veFRuYxAB,6736322100446522345,1_etoile_anglais_hors_enseignes,2,,1,False,308
Ci9DQUlRQUNvZENodHljRjlvT2preVZURnZSek41VVRCUWRWbFVWRGN6TTFoUWFrRRAB,2907199413741208335,1_etoile_anglais_hors_enseignes,2,,1,False,182
Ci9DQUlRQUNvZENodHljRjlvT2s0MU16RlJTblZZVFZKUk56SlNVeTEyZEZOaE5YYxAB,5767747242108722390,1_etoile_anglais_hors_enseignes,2,,1,True,1149
Ci9DQUlRQUNvZENodHljRjlvT2s1Q1drSnJVbkJTU21wd2IyZEtZa1ZLYkdSa2FsRRAB,15109991968454416664,1_etoile_anglais_hors_enseignes,2,,1,False,498
Ci9DQUlRQUNvZENodHljRjlvT2s1UVNVcDRMVzVoZDNGbE16aDVkakZZVms5bFpuYxAB,9166889712521968380,1_etoile_anglais_hors_enseignes,2,,1,False,210
Ci9DQUlRQUNvZENodHljRjlvT2s5V2JrRTBVV3RpYW1SV1JGUkphemRFUmtONU5FRRAB,11950415637781914755,1_etoile_anglais_hors_enseignes,2,,1,False,288
Ci9DQUlRQUNvZENodHljRjlvT2swMFRVRkRiR1l5WVdsMVZVaFpSMnRrVTBaR1NFRRAB,4930309287665280647,1_etoile_anglais_hors_enseignes,2,,1,False,446
Ci9DQUlRQUNvZENodHljRjlvT2t0RGRucDNlblZ6ZGpaaFEweHlNbEJPYVdSWWNGRRAB,13609296054599897306,1_etoile_anglais_hors_enseignes,2,,1,True,302
Ci9DQUlRQUNvZENodHljRjlvT2t0VmNqZExkMU5pWWpBNVJWTTBZaTE1VGpKV05rRRAB,15702480480125668198,1_etoile_anglais_hors_enseignes,2,,1,True,254
Ci9DQUlRQUNvZENodHljRjlvT2t4VVJHY3dkMk5KTW1RNGJEbHhha3R3Um5Gd09WRRAB,16233154686503728030,1_etoile_anglais_hors_enseignes,2,,1,False,461
Ci9DQUlRQUNvZENodHljRjlvT2tGRVdtbG5ZbE55TjFGRlVFMUNjRXh1UldsSFgyYxAB,18402978518678470251,1_etoile_anglais_hors_enseignes,2,,1,False,956
Ci9DQUlRQUNvZENodHljRjlvT2tGVFRFNW9lSEk0TkdoRFNsSnNMVkJ4U1MxRFdWRRAB,8064975993828126643,1_etoile_anglais_hors_enseignes,2,,1,False,242
